0.0215,183.6055,90.8835,96.4195,98.7935,186.6485,54.188,94.682,100.7335,95.1625,99.963,79.5255,175.537,25.7225,127.8485,125.835,118.7685,97.8205,94.034,89.3945,95.568,98.8485,112.8435,122.5565,179.944,16.0425,78.9395,106.375,167.298,115.741,92.6535,100.7185,125.226,123.914,85.8505,141.0895,114.508,166.5865,59.177,99.106,35.123,131.435,86.035,101.28,92.9495,100.386,172.394,88.4205,141.3145,123.921,149.776,232.9865,157.945,87.5945,131.673,38.9555,80.4865,22.4875,110.8205,106.4185,146.8165,172.4735,186.982,113.9025,91.5465,87.3975,126.691,119.0185,79.941,100.718,98.1255,84.5455,100.2675,124.068,126.876,122.434,85.1945,85.507,108.4095,91.5135,85.6895,45.734,20.252,123.313,6.56,112.084,124.6485,115.0565,124.6005,127.4055,96.811,142.7465,115.18,106.039,26.401,120.8505,89.927,129.7455,75.9845,87.0755,124.3485,172.1725,94.8655,211.278,121.627,127.4685,116.443,24.96,129.9175,32.141,94.0665,139.124,93.597,106.0635,20.752,38.5335,84.255,131.397,87.8385,101.8535,97.928,118.444,89.173,87.5285,94.363,107.41,115.5345,104.331,130.109,83.9295,122.704,116.77,129.02,116.4095,125.577,86.614,141.5525,104.59,190.8915,131.7705,121.024,51.197,38.3365,124.3985,163.1755,116.1605,83.83,126.1265,95.714,144.473,92.5545,123.1695,107.323,124.195,80.3955,101.9605,119.0205,88.468,19.9465,84.949,94.242,127.9475,116.1745,116.614,120.5975,87.5265,125.968,81.532,90.634,84.6175,109.822,92.6835,24.3495,87.778,86.119,201.1805,120.1655,16.3375,35.5335,46.9825,100.1235,108.9035,146.592,98.7345,85.6655,59.1485,120.4465,121.964,124.304,21.803,83.799,113.9125,127.5125,82.1375,91.4075,90.9895,168.503,129.1335,84.933,134.1265,52.675,144.069,52.5025,82.691,85.4715,67.0105,96.2125,87.469,114.7175,16.8395,94.593,88.2635,89.897,112.914,99.4275,90.1745,125.2955,4.865,101.3395,100.0995,113.2535,122.81,97.7675,85.79,133.8585,85.5195,110.708
183.029,0.013,44.826,53.279,37.649,112.0475,164.8715,41.8785,49.773,106.1825,48.0385,35.417,107.2635,190.27,44.731,42.724,72.899,103.718,99.0885,31.3215,32.77,30.168,88.14,177.4695,106.5455,157.0685,33.7885,104.005,108.8115,70.6895,43.5835,44.8085,68.9895,63.8735,33.1205,33.4655,76.0005,121.0645,157.9605,44.254,145.175,88.399,37.984,34.5075,38.7065,43.0475,102.1405,32.4835,73.8205,72.638,67.7025,167.871,81.3955,33.911,33.7015,127.3685,32.361,154.009,80.479,38.3515,110.5405,81.494,136.84,72.7095,44.855,32.3545,80.7625,36.307,28.9665,43.544,58.5445,35.2995,51.7875,86.386,71.159,29.341,30.577,25.3405,82.42,45.439,33.8305,149.8815,148.174,69.3145,152.136,78.385,35.445,88.804,75.0745,76.5935,32.7085,67.4295,85.443,94.728,103.744,77.4605,34.2685,44.791,29.7465,100.6755,64.7605,111.4805,89.099,134.577,68.8495,81.2515,106.7145,112.2205,70.5345,83.975,39.268,105.094,44.67,46.347,190.183,141.1065,33.0395,74.5465,33.7235,93.2925,53.127,70.265,45.3025,34.2115,25.605,83.4715,65.497,88.0515,94.5505,35.01,35.4865,91.531,68.619,72.408,76.878,38.317,103.45,36.9225,136.686,92.5295,35.681,101.591,109.476,86.4425,126.3185,30.435,34.8915,29.316,57.812,80.033,99.349,80.281,119.606,79.1655,28.6765,78.7715,71.21,75.05,96.6075,100.396,51.593,42.254,74.2375,70.6355,79.511,47.0945,68.3445,34.671,38.3025,65.27,35.7375,33.9265,150.4675,41.94,43.8375,106.523,65.9245,177.1055,82.179,163.2215,101.6865,81.4355,35.0535,51.9385,33.325,154.3955,77.883,28.98,70.279,146.903,33.213,58.1225,77.4385,32.753,45.583,101.899,104.705,69.6165,34.62,72.739,86.852,37.22,159.2045,41.061,96.8445,166.9695,94.2345,43.3875,99.16,100.5725,100.9455,33.271,32.724,79.642,51.8075,95.1985,82.7205,141.608,57.929,54.217,85.3665,36.0065,43.507,96.7145,46.311,36.059,41.8765
90.7965,44.793,0.022,13.2505,15.473,113.033,135.744,21.8555,28.17,93.3955,21.099,19.6835,110.3825,141.718,28.4835,12.925,66.2725,90.7055,82.468,20.7425,17.733,19.5035,73.848,162.5345,90.137,100.2385,17.9035,88.3805,101.0455,67.483,21.249,18.2585,60.1295,50.342,24.2695,18.9605,70.6595,109.237,146.255,17.0575,125.305,84.492,8.515,19.4675,14.425,11.912,97.511,22.921,59.734,58.415,48.2495,67.934,75.0845,23.8775,17.633,136.236,22.666,95.858,70.529,24.3265,95.746,108.4925,123.103,65.165,35.5045,16.2275,63.5405,19.248,20.0325,11.631,38.8935,21.65,5.7865,73.326,62.136,19.052,13.202,29.044,68.217,19.4865,25.5935,144.7965,101.855,54.8795,92.958,70.1405,25.0135,67.613,66.098,61.7685,35.656,53.87,68.5925,70.076,76.842,68.2985,14.1395,13.381,29.773,87.6215,55.089,103.555,79.5255,132.307,60.471,71.097,92.7855,105.334,54.4495,131.4105,11.0035,95.841,21.452,38.4695,142.931,120.594,18.411,60.141,19.3625,81.988,36.966,61.8945,10.057,12.308,16.207,76.108,58.906,72.7595,84.3915,17.797,18.3005,85.698,55.728,62.053,70.912,25.7565,93.0935,38.343,120.551,82.979,17.654,77.8385,88.12,73.3625,109.7605,20.9485,17.746,31.5055,43.3335,76.371,88.395,70.951,110.733,75.7105,20.204,69.474,53.5595,74.227,128.165,86.8215,21.632,22.323,62.315,66.1895,67.43,15.8235,57.361,18.266,14.9145,65.456,9.849,23.7995,140.072,29.081,16.637,138.938,55.8475,103.4775,83.192,149.227,86.5865,73.338,29.756,20.199,18.5835,111.8215,66.602,26.948,58.5485,98.5755,18.4975,30.443,69.068,18.772,20.156,98.129,93.22,58.387,16.6905,55.8115,106.3025,30.135,140.1605,13.5815,89.117,157.032,81.1845,18.043,68.516,85.878,88.6025,22.675,17.476,67.7435,32.0455,92.2335,69.004,86.2495,43.7125,20.693,74.391,24.743,13.6955,86.7345,27.837,17.1935,16.746
96.6015,53.6045,13.1075,0.0175,14.9385,108.6755,159.3765,9.6895,10.9615,94.4305,23.136,18.454,98.7935,142.248,40.056,17.6725,65.2835,83.2485,71.749,19.992,24.8855,26.594,70.0865,158.934,89.682,103.442,17.2955,85.309,98.309,69.0525,24.6745,41.3915,61.3465,38.7955,20.7025,24.3475,69.873,110.2425,140.7535,4.747,128.7675,86.0875,23.2125,17.8035,24.099,2.598,95.57,24.3615,56.0965,54.7265,50.383,69.708,74.8785,19.8075,19.342,135.1795,22.187,98.813,70.5125,31.306,98.638,69.8855,123.9625,65.4115,36.749,24.861,55.5615,17.5325,31.255,4.6605,34.9985,16.785,33.458,68.7725,56.9055,21.943,17.849,31.386,61.1955,5.703,23.7185,137.063,114.4795,52.157,136.5525,65.036,27.457,63.7195,58.778,57.4105,43.8745,57.464,65.227,64.8975,138.251,69.3045,16.823,23.018,33.358,86.2315,51.9905,105.767,79.4015,129.982,52.418,64.644,97.7135,151.35,57.192,103.8685,12.0615,96.9985,31.1175,39.0875,158.821,124.4655,16.313,54.3025,18.4405,99.8655,42.6205,56.326,8.855,21.7385,25.334,72.437,63.1115,68.451,71.8005,16.6435,22.99,85.471,55.3555,53.3585,62.7855,31.2515,90.02,24.4265,128.594,83.8,16.86,60.0625,144.505,68.8625,114.5155,16.333,19.0235,35.8315,43.604,75.259,76.6955,70.7175,110.5205,71.274,24.1125,70.8825,52.694,78.4885,139.1005,85.0265,32.5565,16.978,56.0975,62.431,66.8155,3.646,50.6365,20.2805,18.1145,55.96,22.884,18.8175,131.1015,34.1645,22.286,90.815,58.4655,160.8105,110.5315,157.804,92.46,72.3935,37.961,35.3915,18.2625,127.3835,63.3205,31.3595,56.921,101.4505,17.262,39.9845,63.8005,18.055,26.91,91.363,92.7085,55.639,17.377,40.8355,106.621,39.24,150.4715,15.478,94.45,146.54,84.151,18.3315,64.71,87.2045,80.282,22.5195,36.1575,66.533,82.823,87.8535,65.875,101.3725,42.986,7.9885,74.0495,21.273,25.651,89.4025,14.1555,21.323,35.666
98.842,37.787,15.676,14.7165,0.0305,83.004,144.183,5.5235,24.7615,78.4835,20.857,7.7385,82.6345,169.196,28.722,15.758,50.4375,78.8435,73.442,7.268,9.719,8.936,62.412,157.5095,82.7425,90.742,8.1515,75.4145,89.178,56.581,13.908,17.1045,45.8555,35.7995,8.0815,7.9465,52.0495,97.351,140.7115,10.548,135.5275,75.6895,12.3795,5.7475,11.4715,14.397,83.583,8.0325,49.99,44.561,39.6815,100.238,64.3515,10.1415,5.514,121.4195,8.189,142.536,54.933,11.8215,82.051,60.386,114.9085,49.676,24.952,10.8985,50.2315,4.529,12.888,14.6525,24.7075,7.147,22.4055,63.017,45.865,7.362,4.041,17.708,55.2705,6.7505,12.226,130.0775,94.194,41.1015,126.098,54.3555,11.9835,60.9495,51.8635,46.214,23.871,42.5185,57.745,57.13,68.1815,61.717,6.194,19.931,18.8745,74.021,43.264,93.3415,68.5275,132.523,49.601,56.99,85.6475,95.02,41.7895,95.2865,11.032,86.5835,16.6635,27.7335,140.2685,114.457,6.732,46.886,8.617,78.151,32.2035,47.249,16.811,9.097,10.8505,65.3495,73.5165,61.43,73.034,7.299,10.6205,73.1505,44.5345,51.3045,52.748,14.734,78.7635,15.951,115.079,73.719,8.358,69.4535,141.4485,62.465,97.586,6.2815,11.3585,23.0375,29.76,66.6035,70.6265,61.792,102.248,55.862,12.1715,55.729,42.429,66.187,75.5325,73.9905,18.2085,6.3885,51.512,57.2785,55.727,13.4765,47.266,11.483,7.03,48.711,13.728,9.4835,131.748,22.305,15.8405,82.0365,43.6695,154.9835,70.962,150.2625,76.9135,64.2035,21.949,25.517,5.189,112.3265,57.2305,17.835,45.2375,88.9455,7.6445,31.6055,53.9595,6.8215,12.353,79.578,81.043,45.097,8.3185,45.461,101.604,22.7525,143.9155,13.5,71.024,146.5125,68.867,2.6175,57.831,78.543,73.721,9.5765,12.875,55.4155,31.8575,74.705,59.2715,83.965,31.7345,18.6805,63.796,11.887,15.6975,75.552,10.787,10.0375,14.2355
184.895,111.167,112.472,108.202,83.137,0.0205,156.858,107.323,107.837,78.0325,113.319,92.5545,60.4535,156.4665,110.354,104.4295,49.928,76.734,68.5405,87.7565,117.957,92.1635,59.263,166.1835,68.288,182.1795,96.0555,77.387,110.5035,46.7045,93.699,95.793,53.791,121.9195,78.0695,85.362,41.655,25.3095,136.937,105.2995,143.9985,153.889,105.8005,94.334,89.4825,95.4745,65.15,89.276,73.374,52.1595,120.482,63.6525,64.4385,99.552,87.599,120.2785,89.102,173.414,58.709,82.23,55.6435,130.924,39.7925,56.1625,119.8675,102.8855,92.0845,81.756,93.5585,120.426,113.4985,81.9925,123.62,79.137,62.019,85.3185,102.792,93.1015,61.2145,111.232,93.067,150.19,166.3515,47.6065,175.28,53.568,82.849,59.331,52.41,48.9595,113.204,41.015,77.5925,54.1755,158.2965,58.114,99.898,96.5315,106.6525,72.1435,57.8105,188.516,102.5255,42.9335,48.626,43.4185,176.55,174.7,49.333,191.5475,97.483,47.633,116.049,105.6345,178.4565,127.2915,82.183,46.4725,99.2185,79.4055,116.6055,48.626,109.98,101.637,92.968,54.593,50.1515,79.767,60.958,94.6685,92.344,66.032,53.528,57.3375,55.698,98.543,84.942,88.874,34.056,71.08,91.9935,166.5725,182.404,80.16,50.8725,93.141,98.5775,104.2025,119.2825,132.571,78.185,57.671,94.36,53.844,97.326,52.481,54.263,142.636,161.538,72.808,97.783,95.625,67.912,140.536,62.421,89.9885,47.6615,101.33,100.669,120.8405,99.5505,104.05,153.776,107.095,108.933,69.619,56.2455,171.293,152.4405,169.5975,74.284,59.264,111.5705,118.7105,100.75,179.0505,75.5725,91.714,73.3155,175.185,99.647,125.581,61.784,98.343,114.2185,74.635,83.0785,57.476,100.8495,137.083,160.4375,99.931,157.0645,105.7515,67.9115,143.7695,66.5215,86.6265,74.7525,169.395,110.3165,91.901,110.7605,56.867,113.9215,68.82,76.843,158.832,123.32,110.4555,111.3005,82.165,111.34,76.2425,100.745,100.2375,93.878
54.1935,165.5045,135.7585,159.767,156.358,156.8765,0.014,148.678,155.343,73.819,135.386,124.831,214.3555,48.843,168.8925,150.1755,104.948,83.314,82.4735,132.872,157.241,137.2085,88.466,106.5465,129.944,60.7735,141.2685,75.5485,199.434,91.381,156.129,150.081,102.0795,181.372,133.7415,141.99,104.1565,150.016,162.649,135.4275,16.422,213.31,153.0945,140.222,147.96,151.7495,134.4195,133.808,101.3035,110.266,176.3795,175.2645,123.0135,136.0815,154.039,20.4045,147.6095,78.017,99.3105,149.9505,137.194,180.334,162.355,90.3045,152.5515,143.0395,107.3785,149.8925,147.5255,151.7005,159.96,145.842,154.118,93.709,97.331,141.4495,137.5155,138.4635,89.781,156.6485,137.39,84.6535,98.2515,94.623,58.4255,97.8245,142.059,86.964,99.5575,110.0925,160.641,101.0105,92.2245,92.554,76.766,102.5755,130.027,149.514,149.626,70.795,105.7485,216.1055,72.452,190.8245,102.244,97.854,131.498,75.287,109.728,118.815,156.712,131.4305,152.9795,164.6765,66.837,17.1065,145.5075,131.034,140.3105,83.698,171.8765,102.302,133.5855,150.2545,143.4075,97.979,136.5,81.745,112.4625,141.3475,145.62,97.242,101.9835,108.082,91.683,140.9305,129.0565,142.7675,192.9735,121.1515,149.783,149.986,143.953,95.044,146.775,129.6065,153.918,152.5995,166.472,174.4785,72.8375,101.3,88.281,113.138,151.6145,90.3065,107.901,207.5045,133.7355,72.1125,158.501,160.1085,93.546,174.57,98.318,133.905,100.5795,159.514,130.3605,811.835,156.221,149.5145,32.6895,146.217,131.9765,133.949,108.156,45.624,144.804,120.091,76.2635,89.915,160.763,165.964,139.945,74.349,97.8675,151.8735,127.2715,61.039,133.544,169.1595,131.088,125.2155,138.439,79.0225,127.9415,102.239,149.2295,175.9475,97.239,162.7905,105.3075,128.57,69.1325,165.1515,91.957,152.7355,92.4655,136.281,76.091,146.0855,145.0695,96.026,157.3515,65.4985,90.2595,51.815,177.9245,154.1315,87.6445,137.8435,157.571,69.9425,159.298,141.762,142.2805
94.6615,41.155,21.8935,9.79,5.6125,107.3855,148.7115,0.014,30.126,84.17,23.4865,10.619,87.712,134.472,35.7035,15.782,58.6515,86.174,75.8335,18.1165,20.072,10.4165,67.426,156.878,82.651,101.3005,18.537,75.513,91.4265,61.805,18.9735,25.309,56.5075,36.609,13.0455,13.5205,67.8365,111.658,159.37,8.2415,132.176,76.6865,15.2735,10.7375,22.126,13.6155,91.936,18.8885,52.189,47.241,44.1625,59.9875,71.0475,15.8715,16.504,125.9185,16.571,148.2145,62.876,22.9695,103.6825,62.5485,113.4275,52.774,28.2315,19.8525,50.3505,10.589,19.18,12.437,29.9455,9.357,23.805,62.8275,48.291,11.5295,10.721,27.1485,55.8905,4.5235,13.9205,142.187,132.8705,53.27,130.3545,53.1125,21.777,58.4515,57.974,48.409,30.4545,44.2135,58.589,65.7645,143.521,66.154,12.9215,17.5615,24.6355,76.5565,42.0875,101.569,72.94,141.0625,51.4285,58.2675,89.645,101.063,48.1505,135.398,15.026,95.652,26.424,36.388,131.349,118.179,10.7905,50.5755,10.7975,75.6265,39.0065,52.244,17.581,14.5435,17.785,68.454,50.0755,61.6985,77.5435,8.953,14.496,80.2645,48.022,53.5445,67.529,24.9475,83.637,18.252,106.329,83.56,12.1695,63.768,207.2045,64.112,117.7315,11.233,12.451,28.076,39.19,69.3845,71.183,61.2505,105.9285,63.478,28.633,67.978,45.941,74.7075,128.296,75.7465,23.4915,4.8855,49.874,92.007,55.732,8.942,52.887,17.4395,13.7275,47.2035,16.566,22.2995,114.04,34.094,23.257,91.6425,46.6295,155.833,167.8215,143.707,83.0235,69.521,32.319,28.0875,10.9475,120.4795,57.4675,24.3955,49.442,179.191,45.527,37.0935,67.003,10.264,18.3285,78.1005,90.9975,46.2435,16.428,37.257,108.663,31.05,148.745,17.1025,84.698,166.2145,67.753,2.8645,58.067,184.1675,74.1585,14.708,19.447,54.666,71.694,80.635,59.7925,89.327,35.2875,11.7555,64.433,22.357,20.2545,79.347,6.7565,17.19,26.9845
100.7335,50.0505,28.3915,10.9745,24.7105,108.287,155.349,30.0965,0.023,98.118,29.0975,24.0925,101.0315,135.123,39.9415,29.861,69.266,93.9065,84.415,24.098,29.9045,26.8515,79.3405,162.416,94.778,104.9435,31.671,103.7935,103.332,70.8835,26.969,31.528,65.2235,18.127,25.802,22.5065,76.4085,116.7655,152.302,18.702,140.5505,88.604,28.394,22.763,27.876,25.5255,102.4155,26.318,66.0165,62.347,51.557,76.0235,81.345,27.97,21.655,142.472,26.6485,111.6555,75.787,33.1505,102.267,74.784,137.5345,68.9165,40.9395,24.485,66.8405,22.455,36.409,23.1525,44.0855,24.335,36.0305,88.3705,65.4295,24.268,19.174,34.615,75.1285,30.4145,31.0455,153.7145,109.7285,62.4775,102.1895,69.3425,29.8135,75.883,69.8345,67.855,52.9265,59.731,73.1885,77.313,100.126,73.1045,20.1795,28.662,35.214,94.958,60.2965,102.963,83.1995,140.017,65.8105,74.122,101.0495,108.7295,58.162,89.5635,33.089,100.2185,33.471,43.2055,144.499,134.5415,23.088,63.412,22.734,89.148,41.5925,63.2555,26.5465,23.325,29.4495,76.487,73.954,75.5565,87.792,24.5415,23.2225,89.176,59.8165,69.745,70.362,29.9325,96.2115,29.8685,124.5285,87.942,21.4255,53.82,110.0745,77.5425,116.4835,25.011,23.036,42.686,50.394,81.708,95.225,76.931,117.8145,75.8205,28.7835,74.411,56.514,82.9005,102.586,89.5525,31.962,20.8735,66.4405,69.44,74.1415,24.0605,63.875,22.811,20.9335,59.467,28.225,29.6585,143.9995,38.014,30.6255,144.4785,59.7975,166.4875,88.377,164.628,93.038,77.417,35.972,37.2795,22.767,124.964,71.1995,32.662,63.2785,122.229,21.066,40.0235,72.17,24.57,28.7705,102.9245,101.165,63.6725,21.667,27.1565,119.2585,36.598,148.1185,27.2335,95.27,165.3985,86.8005,19.4555,84.1425,91.529,90.745,26.0255,29.828,70.585,46.292,95.6215,70.2035,101.0145,50.109,37.0745,81.776,30.6785,32.079,92.0255,33.5165,25.025,28.9495
95.3745,106.3115,93.427,94.4135,78.567,78.4255,73.8065,84.132,98.165,0.0165,90.9875,72.92,149.9085,88.669,102.4335,87.892,37.987,15.0995,20.1745,75.978,85.632,83.262,32.184,99.755,64.0075,116.848,85.6095,27.288,153.6855,33.3585,90.6715,91.985,39.421,116.6215,81.99,81.1305,39.9425,97.498,86.9965,84.7785,57.305,133.7565,83.0255,80.755,87.314,93.2955,70.65,72.693,48.579,47.0835,127.199,129.829,62.2025,84.3875,87.3965,70.569,77.5955,139.894,29.0645,80.8035,65.5675,123.7215,100.0445,28.8405,90.5675,86.061,49.662,80.1595,87.161,91.3195,105.566,77.1515,95.8885,43.0595,37.9875,80.821,87.3625,87.551,23.984,85.7345,73.697,87.459,127.5735,40.8605,101.7365,33.863,77.305,27.535,46.5495,48.1765,90.541,42.8505,31.2165,24.4445,129.442,43.131,82.406,92.85,85.3535,6.19,46.52,158.9205,18.084,120.269,39.6005,38.39,153.928,121.447,43.7635,133.744,87.597,64.771,88.9975,111.69,99.3315,58.244,75.0585,45.6885,81.8575,41.6155,105.721,37.1545,100.361,87.229,83.609,27.691,41.607,18.9315,52.2,77.766,87.215,36.7505,41.4345,35.7105,41.576,84.8175,69.4805,77.576,114.599,57.1555,79.74,131.1005,150.427,31.846,81.534,82.014,75.913,88.3395,110.2065,132.7025,15.9155,40.214,33.862,41.549,87.101,27.322,39.5785,135.7625,134.1115,6.464,98.9395,88.515,32.2055,121.7455,37.16,87.138,45.2655,104.857,83.7885,117.3505,91.639,82.5365,70.928,99.0085,86.7075,60.7085,38.963,82.3605,141.16,86.418,17.308,28.3715,98.0425,98.2895,81.2515,117.874,34.935,86.52,40.771,101.873,75.9725,116.9765,31.776,73.8945,89.5375,9.832,70.662,51.948,86.2495,123.7755,150.125,96.1915,90.1125,84.1565,12.1645,94.726,19.9835,83.0665,38.9495,131.327,14.102,78.8575,85.649,32.8015,101.4625,8.1595,27.402,97.6545,108.808,99.755,25.675,78.678,92.7815,7.1675,96.754,85.341,90.0315
